source,keyword,title,company,industry,location,employment_type,experience,skills,salary,deadline,url,crawled_at,description
잡코리아,Business Analyst,Shopee Korea - Business Intelligence Associate,(유)쇼피코리아컴퍼니,,서울 강남구,정규직(수습 3개월),2,"SQL, Tableau, Power BI, Looker, Python","회사 내규에 따름
(면접 후 결정)",상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/49313240,2026-06-12 09:39,"(유)쇼피코리아컴퍼니

Shopee Korea 

- Business Intelligence Associate

포지션 및 자격요건

Business Intelligence Associate ( ○명 )

주요업무

ㆍConsolidate and review Shopee’s Cross-Border Business performance on a daily basis

ㆍDevelop analyses that lead to actionable insights to ensure profitability and stability of the products

ㆍCollect data from multiple sources, including operation, marketing, and sourcing databases, to create integrated views that can be used to drive decision-making

ㆍWork with several large and complex SQL databases

ㆍDesign and build reports and analyses in Excel

ㆍDesign and build interactive Business Intelligence tools for easier data visualisation

 

ㆍShopee 크로스보더(Cross-Border) 사업의 일간 실적 데이터 취합 및 리뷰

ㆍ상품의 수익성 및 안정성 확보를 위한 인사이트 도출 및 액션 플랜 제안

ㆍOperation, Marketing, Sourcing 등 다양한 데이터베이스에서 데이터를 수집하여 의사결정에 활용 가능한 통합 뷰(view) 구축

ㆍ대용량·복합 구조의 SQL 데이터베이스 활용 업무

ㆍExcel 기반 리포트 및 분석 자료 설계·제작

ㆍ데이터 시각화를 위한 인터랙티브 BI 툴(대시보드) 설계 및 구축




자격요건

ㆍBachelor`s degree with at lease 2 years working experience in business analyst related roles preferred

ㆍProficient in SQL and optional for Python

ㆍStrong analytical skill and sensitivity to data

ㆍCreative and innovative approach to solving problems

ㆍGood written and verbal communication skills with strong stakeholder management

ㆍPositive, energetic attitude and entrepreneurial spirit

ㆍWork well with cross-functional teams and able to work in a dynamic work environment

ㆍExperience in constructing business intelligence tools is a plus

 

ㆍ학사 이상 / 비즈니스 분석(BA) 관련 직무 2년 이상 경력 보유자

ㆍSQL 능숙자 필수, Python 활용 가능자 우대

ㆍ데이터에 대한 높은 민감도와 뛰어난 분석 역량 보유자

ㆍ문제 해결에 있어 창의적이고 혁신적인 접근 방식을 보유하신 분

ㆍ원활한 커뮤니케이션 능력 및 유관부서 스테이크홀더 관리 역량 보유자

ㆍ긍정적이고 적극적인 태도, 주도적으로 업무를 추진하는 오너십을 가지신 분

ㆍ변화가 빠른 환경에서 유관부서와 협업하며 업무를 수행할 수 있는 분

ㆍBI 툴(Tableau, Power BI, Looker 등) 구축 경험 보유자 우대

근무조건

ㆍ고용형태 : 정규직 (수습 3개월) 

ㆍ급여 : 면접 후 결정 




전절차

ㆍ제출서류 : 자유양식

ㆍ접수방법 : 홈페이지 지원

ㆍ전형절차 : 서류 전형 → HR 면접 → 실무 면접 → 최종 면접




유의사항

ㆍ면접은 서류전형 합격자에 개별통지 합니다.

ㆍ입사지원 서류에 허위사실이 발견될 경우, 채"
잡코리아,Business Analyst,금융방산 AI 솔루션 업무 설계자,신다시스㈜,,경기 성남시 분당구,정규직(수습 3개월),3,Python,"회사 내규에 따름
(면접 후 결정)",상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/49056120,2026-06-12 09:39,"금융, 방산 AI 솔루션 업무 설계자

포지션 및 자격요건

포지션
( 1명 )

	

〈담당업무〉

금융·방산 AI 솔루션의 업무 요건을 정의하고, 바이브 코딩 방식으로 이를 직접 시스템화하여 구축을 리딩하는 역할입니다. 또한 국내 및 국외 고객을 대상으로 한 솔루션 기반의 프로젝트를 수행합니다.

[금융 솔루션 업무 요건 정의 및 시스템 구축 리드]

보험·금융 리스크 플랫폼의 업무 요건 정의 및 기능 명세 작성
산출값의 적정성 검증 로직 및 이상치 탐지 룰의 도메인 관점 정의
고객사 PoC 수행 시 현업팀과 직접 협업하여 요건 수집 및 결과 검증

[방산 솔루션 업무 요건 정의 및 시스템 구축 리드]

방산 AI 솔루션의 규격 분류 체계, 적합성 판정 로직, 품질 리스크 분석 요건 정의
고객사 현업 인터뷰를 통한 As-Is 프로세스 분석 및 To-Be 요건 도출

[바이브 코딩 기반 시스템화]

AI 도구를 활용하여 프롬프트 기반으로 업무 로직을 코드로 전환하고 프로토타입을 빠르게 구현·검증
개발팀과 협업하여 요건 → 설계 → 구현 → 검증 전 과정 리딩
반복 가능한 업무 프로세스를 직접 자동화·시스템화하여 납기 단축에 기여

〈자격요건〉

금융·제조·공공 등 산업 도메인에서 업무 요건 정의 또는 시스템 구축 프로젝트 참여 경력 3년 이상
현업 인터뷰, 프로세스 분석, 기능 명세서 작성 등 BA(Business Analyst) 또는 기획 역할 수행 경험
바이브 코딩 또는 AI 코딩 도구(Cursor, Windsurf, ChatGPT 등)를 활용한 프로토타이핑 경험
비즈니스 영어 가능 (중급 이상, 고객사 커뮤니케이션 수준)

〈우대사항〉

바이브 코딩 또는 노코드·로우코드 도구로 업무 프로세스를 직접 시스템화한 실무 경험
Python, JavaScript 등 스크립트 언어 기초 활용 가능자
금융(보험·리스크·회계), 방위산업, 제조업 도메인 경험 또는 관심
IFRS17, K-ICS 등 금융 규제 환경에 대한 기본 이해
데이터 분석 또는 데이터 기반 의사결정 경험
비즈니스 영어 능통자 (APAC 고객사 대응)




전형절차

ㆍ서류전형 > 1차면접 > 2차면접 > 임원면접 > 최종합격

ㆍ면접일정은 추후 통보됩니다.




유의사항

ㆍ허위사실이 발견될 경우 채용이 취소될 수 있습니다.


"
잡코리아,Business Analyst,[메르세데스-벤츠파이낸셜서비스코리아] IT Application Engineer,퍼솔코리아 유한회사,,서울 중구,계약직,2,SQL,"회사 내규에 따름
(면접 후 결정)",상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/49141237,2026-06-12 09:39,"[메르세데스-벤츠파이낸셜서비스코리아] 

IT Application Engineer

퍼솔코리아 유한회사는 2005년에 설립된 회사로 자본금 6억 9,120만원, 매출액 255억 5,543만원, 사원수 100명 규모의 외국계(외국 법인기타)입니다. 서울시 중구 세종대로 136 서울파이낸스센터 15층에 위치하고 있으며, HR 컨설팅 및 헤드헌팅사업을 하고 있습니다.

포지션 및 자격요건

IT Business Analyst
( 1명 )

	

담당업무

1. IT 애플리케이션 유지보수 및 운영
- AWS, Spring Framework, Oracle/SQL database, RESTful API 등 IT 애플리케이션의 기술적 구성 및 개발 언어에 대한 이해도 보유
- IT 애플리케이션 내 문제 상황을 파악 및 대응 지원하여, 비즈니스 중단으로 인한 영향과 리스크 최소화
- 비즈니스 성장 및 보안 요구사항에 맞추어, 새로운 기술 도입 및 IT 애플리케이션 기능 개선 작업 지원
- 시스템 운영 매뉴얼 및 관련 문서의 최신화 및 관리 지원

2. IT 수요 관리 (Demand Management)
- 시스템 영향도, 안정성, 운영 모델 등을 고려하여, 정의된 비즈니스 요구사항을 검토하고 원활한 프로세스 구축을 지원
- 관련 IT 시스템 전반에 걸친 요구사항 구현 계획의 일정 조율, 트래킹 및 진행 상황 관리
- 시스템 분석가, 현업 담당자(Business Stakeholders) 및 협력업체와의 원활한 커뮤니케이션을 통해 고품질의 산출물이 적시에 인도되도록 조율

3. 정보 보안, 데이터 보호, 리스크 및 컴플라이언스
- 금융 서비스 및 IT 관련 국내 규제와 회사 표준에 따른 IT 보안 개념 이해
- IT 시스템 전반에서 데이터 보호 및 보안을 보장하기 위한 적절한 조치 이행
- 반부패(Anti-Bribery) 요구사항 및 모든 관련 공정거래법을 포함하여, 회사 정책 및 컴플라이언스 가이드라인에 따른 윤리적 표준 준수




자격요건

IT 분야(기획/구축/운영)에서 3년 이상의 비즈니스 경력을 보유하신 분
전문적인 IT 서비스 관리(비즈니스 요구사항, IT 서비스, ITIL, SLA 등)에 대한 우수한 지식을 보유하신 분
AWS, Spring Framework, Oracle/SQL database, RESTful API 등에 대한 우수한 지식을 보유하신 분
자동차 및 금융 산업 분야의 비즈니스 및 프로세스 지식을 보유하신 분
업무 상 영어 사용 가능하신 분 (Speaking, Written)




[근무조건]
-근무시간: 주5 (월~금) /오전 9시 ~ 오후 6시
-근무장소: 서울 중구 (서울역 인근)
-근무형태: 퍼솔코리아 소속 파견 계약직 1년 (개인 평가 및 회사 사정에 따라 최대 2년까지 가능)
-기타 복지: 4대보험, 연차, 퇴직금, 명절선물, 생일선물, 40만원 상당 건강검진 제공 등

[전형절차]
- 채용절차 : 서류 → 면접(대면) → 입사
- 제출서류: 국영문이력서 (영문 이름 포함, 유관 업무 경력시 경력기술서 포함)
- 메일접수시 제목에 `벤츠(IT)_성함` 기재바랍니다.  
- 담당자: 퍼솔코리아 Ella Park (박지예 대리) 02-760-8819 / Ella.Park@persolapac.com

* 해당 기업명 및 포지션 명으로 경력증명서 발급 가능하며, 외국계 자동차 산업군에서 IT Application 엔지니어로 커리어 쌓으실 수 있는 기회이오니 긍정적으로 검토 부탁드립니다.

* 적합자 발생 시 조기 마감될 수 있으므로 빠른 지원 바라며, 서류 적합자에 한해 개별 연락 드릴 예정입니다.
* 입사지원서 상 허위 사실 발견 시 채용이 취소 될 수 있습니다.
* 채용절차의 공정화에 관한 법률 제11조에 따라 제출한 채용 서류는 반환 요청을 할 수 있으며, 반환 요청에 대한 방법 및 제출 서류는 퍼솔코리아 홈페이지(persolkorea.com)를 참고하시기 바랍니다.




전형절차

ㆍ서류전형 > 1차면접 > 2차면접 > 최종합격

ㆍ면접일정은 추후 통보됩니다.




유의사항

ㆍ허위사실"
잡코리아,Business Analyst,[파파이스코리아] 데이터 분석 경력직 채용,파파이스코리아㈜,,서울 송파구,정규직(수습 3개월),5,"SQL, Tableau, Power BI, A/B, 이탈률, Python","회사 내규에 따름
(면접 후 결정)",2026-07-08,https://www.jobkorea.co.kr/Recruit/GI_Read/49333451,2026-06-12 09:39,"[파파이스 코리아] 
데이터분석 담당 채용
(경력직)


파파이스 코리아는 2021년에 설립된 회사로 자본금 409억원, 매출액 144억 3,842만원, 사원수 353명 규모의 중소기업입니다. 
서울 송파구 백제고분로 362 (석촌동)에 위치하고 있으며, 치킨 패스트 푸드사업을 하고 있습니다.



 포지션 및 자격요건

Business Analyst
( 1명 )

	

담당업무

전사의 예산 수립, 중장기 전략 수립, 연간 사업 계획 수립 및 경영진 의사 결정을 위한 보고 자료 작성과 인사이트 도출 등 경영 관련 계획 수립 업무 담당

 

직무내용
- QSR 디지털 채널(앱/키오스크 등) 데이터 심층 분석
- 앱/키오스크 내 유저 Flow 및 이탈률 분석 및 UI/UX 최적화
- 온라인, 오프라인 통합 고객 행동 데이터 기반 비즈니스 인사이트 발굴 및 전략 수립
- 인사이트를 바탕으로 유관 부서(마케팅, 운영, IT)와의 협업 및 전략 실행 지원
- 데이터 분석 기반 리포팅, 대시보드 분석 및 경영진 의사결정 지원



자격요건

ㆍ경력: 데이터 분석 관련 실무 경력 5년 이상인 분

ㆍ언어 : 영어능통자 우대

ㆍ학력: 대학교 졸업 이상
ㆍ역량:
- 엑셀, BI, SQL, Python을 활용한 능숙한 데이터 조작, 분석 및 시각화 역량
- 복잡한 비정형/정형 데이터를 분석하여 비즈니스 인사이트를 성공적으로 도출하고 경영진에
   리포팅하는 역량
- 앱/키오스크 로그 분석 및 사용자 행동 데이터 분석 경험과 이해도
- 다양한 조직과 협업 및 조율 가능한 커뮤니케이션 능력




우대사항

ㆍF&B / QSR / 유통, 리테일 산업군에서 매장 및 배달 기반의 데이터 분석 경험이 있으신 분

ㆍ매장 내 키오스크 UX 분석, 고객 Flow 최적화, 혹은 A/B 테스트 설계 및 수행 경험이 있으신 분

ㆍBI Tool(Tableau, Power BI 등)을 활용한 데이터 대시보드 시각화 및 자동화 경험이 있으신 분

ㆍ유관 부서 및 경영진을 대상으로 데이터 기반의 논리적인 보고 및 커뮤니케이션 능력이 뛰어나신 분






 전형절차

ㆍ서류전형 > 1차면접 > 2차면접(임원) > 최종합격

ㆍ면접일정은 추후 통보됩니다.




 파파이스 구성원 혜택

ㆍ경조금 및 경조휴가 지원

ㆍ장기근속 포상

ㆍ건강검진






 기타사항

ㆍ국가 보훈 대상자는 증빙 서류 제출 시 관계 법령에 의거하여 우대합니다.

ㆍ지원서 허위 작성이 확인될 경우 최종 합격 이후에도 입사가 취소될 수 있습니다.

ㆍ최종 합격자는 3개월의 수습기간을 거치게 되며, 이 기간 중 평가에 따라 채용 취소 및 수습기간 이 연장될 수 있습니다.

ㆍ정확한 핸드폰번호, E-MAIL 주소를 기재하지 않을 시 통보 누락으로 불이익을 당할 수 있습니다.






 채용서류 반환의 고지

ㆍ최종 합격자를 제외한 구직자는 제출한 채용 서류를 반환 받을 수 있습니다.

ㆍ최종 합격자를 제외한 구직자는 제출한 서류(증명서 등)를 반환 받을 수 있으나, 홈페이지 등으로 제출한 전자 문서(스캔 문서 등)은 반환 대상이 아닙니다.

ㆍ반환 청구 방법은 “채용서류 반환청구서“ (채용 절차의 공정화에 관한 법률 시행규칙 별지 제3호)를 작성하여 최종 합격자 선정일 지군 14일 내에 채용 서류를 본사에 방문하여 제출하면 확인일로 부터 14일 내에 등기 우편을 통하여 반환됩니다.
이 경우 등기 우편 요금은 수신자 부담으로 되며, 청구서의 작성 오류 등에 대해서는 통지 드리지 않으니 유념 바랍니다.
ㆍ채용 서류는 최종 합격자 선정 후 14일 간 보관하며 그 때까지 반환 청구를 하지 않을 시 채용 서류 일체를 파기하게 됨을 알려드립니다."
잡코리아,Business Analyst,SAP Application Expert (ID: MER00043YO),메르세데스벤츠코리아㈜,,서울 중구,정규직,,,회사 내규에 따름,2026-06-23,https://www.jobkorea.co.kr/Recruit/GI_Read/49346196,2026-06-12 09:39,"SAP Application Expert 

(ID: MER00043YO)









"
잡코리아,Business Analyst,[숨고] FP&A Manager,㈜브레이브모바일,,서울 강남구,정규직(수습 3개월),4,,"회사 내규에 따름
(면접 후 결정)",2026-06-25,https://www.jobkorea.co.kr/Recruit/GI_Read/49340675,2026-06-12 09:40," 
 


"
잡코리아,Business Analyst,Finance Analyst 경력직 모집,젠센휴즈㈜,,서울 금천구,정규직,5,,"회사 내규에 따름
(면접 후 결정)",2026-06-14,https://www.jobkorea.co.kr/Recruit/GI_Read/49179693,2026-06-12 09:40,"Finance Analyst 경력직 모집

Finance Analyst

Seoul, Seoul, South Korea

Jensen Hughes is known throughout the world as the experts in fire protection engineering ? a legacy of responsibility we have proudly upheld since 1939. Today, our expertise extends broadly across closely related security and risk-based fields ? from accessibility consulting and risk analysis to process safety, forensic investigations, security risk consulting, emergency management, digital innovation and more.

Our engineers and consultants collaborate to solve complex safety and security challenges, ensuring our clients can protect what matters most. For over 80 years, we have helped mitigate risks that threaten lives, property and reputations. Through technology, expertise and industry-leading research, we remain dedicated to our purpose of making our world safe, secure and resilient.

At Jensen Hughes, we believe that creating and sustaining a culture of trust, integrity and professional growth starts with putting our people first. Our employees are our greatest strength, and we value the unique perspectives and talents they bring to our organization.

Our wide range of Global Employee Networks connect people from across the organization, supporting career development and providing forums for individuals to share experiences on topics they`re passionate about. Together, we are cultivating a connected culture where everyone has the opportunity to learn, grow and succeed together.

 

Why you should grow your career at Jensen Hughes

You will work with market-leading clients and have the backing of a leading international firm.
You`ll have support from the leadership team and given flexibility to work where and when you want.
Regular monthly social activities and other celebratory occasions.
Career development and ongoing internal and external learning opportunities.
Great company culture and benefits.

 

Job Overview

We are looking for a Finance Analyst in Seoul, Korea to support our growing b"
잡코리아,Business Analyst,Sales Planning & Analysis Analyst (SP&A),블랙앤데커아시아퍼시픽피티이,,서울 강남구,정규직,3,,"회사 내규에 따름
(면접 후 결정)",2026-06-18,https://www.jobkorea.co.kr/Recruit/GI_Read/49206991,2026-06-12 09:40,"[외국계] 

Sales Analysis Analyst

 스탠리블랙앤데커코리아는 지난 2010년 블랙앤데커 미국 본사가 美 공구 기업인 스탠리웍스와의 인수합병을 통해 기존 블랙앤데커코리아였던 사명을 스탠리블랙앤데커코리아로 변경했습니다.

 

고성능 전문가용 전동공구 브랜드 `디월트`, 전동공구 및 수작업 전문 공구를 모두 취급하는 공구 전문 브랜드 `스탠리`, 가정용 공구 및 라이프 스타일 가전제품 선도 브랜드 `블랙앤데커`와 더불어 프리미엄 전동공구 액세서리 브랜드 `레녹스`를 국내에 유통, 판매하고 있습니다.

포지션 및 자격요건

Sales Planning & Analysis Analyst
( 1명 )

	

Position Title : Sales Planning & Analysis Analyst - Seoul, Korea - Hybrid

 

Come make the world and accelerate your success.

 

It takes great people to achieve greatness. People with a sense of purpose and integrity. People with a relentless pursuit of excellence. People who care about making things better For Those Who Make The World™. Sound like you? Join our top-notch team of more than 50,000 diverse and high-performing professionals globally who are making their mark on some of the world’s most beloved brands, including DEWALT®, BLACK+DECKER®, CRAFTSMAN®, STANLEY®, CUB CADET®, and HUSTLER®.

 

The Job:  

As a Sales Planning & Analysis Analyst, you’ll be part of our Distribution Sales team working as a Hybrid-work employee.   

You’ll get to:  

·       Sales analysis and reporting including managing and training sales staff on sales related systems, databases, and associated processes

·       Conducting competitor research and maintaining a library of competitor information

·       Preparing reports related to customer inquiries, sales trends, customer complaints, delivery/service problems, etc.

·       Setup for the overall sales operations of the business to deliver market share, revenue, and margin goals

·       Establish sales standards and manages budgetary controls.

·       Usually possesses a mix of technical & business skills and achieves business results through multi-function collaboration.

 

The Person:  

You love to learn and grow and be acknowledged for your valuable contributions. You’re not intimidated by innovation. Wouldn’t it be great if you could do your job and do a world of good? In "
잡코리아,Business Analyst,Media Search Analyst (재택근무) 직장병행 가능,텔루스인터내셔널에이아이코리아㈜,,서울 마포구,프리랜서,,,회사 내규에 따름,2026-07-02,https://www.jobkorea.co.kr/Recruit/GI_Read/49296973,2026-06-12 09:40,"Media Search Analyst 재택근무 

(직장병행 가능)

포지션 및 자격요건

Media Search Analyst 

재택근무
( ○○명 )

	

Ready to say goodbye to the boring, traditional 9-5 routine and embrace a dynamic and exciting work environment that puts you in control? This position offers you the flexibility to set your own schedule and complete exciting tasks using an innovative web-based evaluation tool. 

 

A Day in the Life of a Media Search Analyst:

In this role, you will be doing a comprehensive assessment of diverse task categories, encompassing music, video, and home pod evaluations spanning various media domains
Analyzing and evaluating search outcomes for App Store Content and conducting research using online tools to assess and validate query accuracy and intent by applying market expertise in conjunction with provided directives to evaluate the relevance and purpose of task-related information for your specific market.

 

Join us today and be a key player in our community revolutionizing digital media content!

 

Basic Requirements

Full Professional Proficiency in the English and Korean language
Being a resident in Korea for the last Year consecutively and having familiarity with current and historical business, media, sport, news, social media, and cultural affairs in Korea
Having up-to-date familiarity with prevailing trends in applications, music & video with a keen interest in internet research
Having an email address associated with an Apple ID and experience and know-how of Apple products
Flexibility to work across a diverse set of task types, including maps, news, audio tasks, and relevance
Daily access to a broadband internet connection, computer, and relevant software
Independent working and the ability to adapt to innovative methodologies and processes with great attention to detail and exceptional communication skills
While a High School degree or higher certification is preferred, we are open to candidates with exceptional skills and talent.
Additional Incentives provided thro"
잡코리아,Business Analyst,[수입차] Financial Analyst (경력 5년 이상),스텔란티스코리아 ㈜,,서울 강남구,정규직,10,Power BI,"회사 내규에 따름
(면접 후 결정)",2026-06-15,https://www.jobkorea.co.kr/Recruit/GI_Read/49335389,2026-06-12 09:40,"[수입차] Financial Analyst (경력 5년 이상)

스텔란티스그룹은 FCA Group((Fiat Chrysler Automobile)과 PSA Group (푸조 시트로엥)이 합병하여  총 14개 자동차 브랜드를 보유한 세계 4위 다국적 자동차기업입니다. 전세계 30개국에서 40만명 이상의 직원들이 함께 일하고 있으며 130개국 이상에서 판매되고 있습니다.

 

스텔란티스코리아는 한국 지사로서 현재는 Jeep, Peugeot를 수입 유통하여 수입차 시장에서 활약하고 있으며 향후 브랜드 다각화를 통해 비즈니스 성장을 목표로 하고 있습니다. 사무실은 역삼역 강남파이낸스센터에 위치, 100 여명의 직원이 한국에 근무합니다. Agile Workplace를 구현하여 어디서든 자유로운 재택근무가 가능합니다.

 

[직원 복리후생] 시차출근제, 재택근무 병행, 금요일 조기퇴근(격주), 퇴직금 누진제, 자녀학자금 지원, 회사 차량 주말 시승 체험, 장기근속 시상 (여행상품권 등), 직원 및 배우자 생명보험/실손보험/치과보험 가입 등

 

Stellantis is a leading global mobility player guided by a clear mission: to provide freedom of movement for all through distinctive, appealing, affordable and sustainable mobility solutions. Our Company’s strength lies in the breadth of our iconic brand portfolio, the diversity and passion of our 400,000 people, and our deep roots in the communities in which we operate.
The group has a wide portfolio of automotive brands: Jeep, Maserati, Alfa Romeo, Dodge,  Chrysler, Citroen, Peugeot, DS Automobiles, Fiat, Fiat Professional, Lancia, Abarth, Mopar, Opel, Ram Trucks and Vauxhall Motors.


 In this new era of mobility, our portfolio of brands is uniquely positioned to offer distinctive and sustainable solutions to meet the evolving needs of customers, as they embrace electrification, connectivity, autonomous driving and shared ownership. Founded by visionaries who infused them with passion and competitive spirit, these brands have made automotive history for more than a century and continue to speak to customers and inspire our employees today.


  We offer a full spectrum of choice from luxury, premium and mainstream passenger vehicles to pickup trucks, SUVs and light commercial vehicles, as well as dedicated mobility, financial, and parts and service brands.


  The driving force behind us is the diverse and talented group of men and women around the world who bring their passion and experience to their work every day. And while we are a truly"
잡코리아,Business Analyst,[PTKOREA] 중국 디지털 마케팅 AE,펑타이그레이터차이나(유),,서울 강남구,정규직(수습 3개월),2,,"회사 내규에 따름
(면접 후 결정)",2026-06-30,https://www.jobkorea.co.kr/Recruit/GI_Read/49266553,2026-06-12 09:40,"[PTKOREA] 

중국 디지털 마케팅 AE

평균연령 32.5세의 젊고 유쾌한 조직문화를 가진 PTK의 사업확대에 따른 추가 채용입니다. 현재 기획자, 디자이너, 개발자, 데이터 분석가 
등 900명 이상의 디지털 전문가로 구성되어 있으며, 국내를 비롯하여 아시아, 유럽 등 글로벌 각국을 대상으로 디지털 프로젝트를 수행하고 있습니다.
글로벌 비즈니스 기회가 기다리는 PTK와 함께 성장하실 분들의 많은 관심과 지원 부탁 드립니다.

포지션 및 자격요건

중국 디지털 마케팅 AE

( ○명 )

	
공통 자격요건

- 학력 : 학사 이상 (4년제)

- 경력 : 2년 이상 8년 이하




담당업무

- 중/한 디지털 마케팅 관련 프로젝트 제안/운영/관리
- 중국 소셜 채널 운영/관리 및 콘텐츠 기획/제작 관리
- 재중&재한 인플루언서 체험단 섭외 및 기획/집행
- 캠페인 기획 및 집행
- 클라이언트 및 협력사, 인플루언서 커뮤니케이션
- 보고서 작성 및 제안서 작성




자격요건

- MS Office 활용 능력이 우수하신 분 (PPT/Word/Excel)
- 클라이언트&인플루언서&협력사 커뮤니케이션 능력, 캠페인 기획 능력, 문서 작성 능력을 갖추신 분
- SNS운영, 인플루언서 운영, 라이브커머스 운영, 캠페인 기획, 콘텐츠 기획 집행 경험을 보유하신 분
- 중국 디지털 마케팅 캠페인 관련하여 전략 방향 수립 및 제안서 작성 경험이 있거나 관심이 있으신 분




우대사항

 - 디지털 광고 에이전시 및 광고 대행사 출신이신 분
 - 디지털 광고에 대한 열정과 비전을 보유하신 분
 - 최신 유행에 민감하며 창의적인 아이디어가 샘솟는 분
 - 능숙한 중국어 활용 가능하신 분 (Business  중국어)
 - 중국인일 경우, Full time 근무에 이슈 없으신 분 (한국어 원어민급) 

 

복리후생 

- 복지 포인트 연간 기준 70만원 지급
- 통신비, 체력단련비 매월 일정액 지원 
- 유동적 경영성과급 지급
- 임직원 전용 식당 운영 (식대 보조)
- 임직원 전용 진료실 지원
- 임직원 건강검진 지원, 단체상해보험 가입
- 각종 경조사 지원
- 어학, 직무관련 교육비&시험비 실비 지원
- 유연근로시간제 운영
- 자율적 업무환경 및 복장




근무조건

ㆍ	근무형태	:	정규직(수습-3개월)
ㆍ	근무일시	:	주 5일(월~금) 선택적근로시간제
ㆍ	근무지역	:	(06241) 서울 강남구 강남대로 372 FINE TOWER - 신분당선 강남 에서 200m 이내
			

			

			


전형절차

ㆍ서류전형 - 1차 전형(인성·성향검사+1차 면접) - 2차 면접 - 레퍼런스 체크 - 최종합격 

ㆍ면접일정은 추후 통보됩니다.







접수기간 및 방법

ㆍ	접수기간	:	2026년 05월 28일 (목) ~ 2026년 06월 30일 (화) 23시 55분
ㆍ	접수방법	:	자사 홈페이지 내 지원서 작성



			 



			

유의사항

ㆍ허위사실이 발견될 경우 채용이 취소될 수 있습니다.

ㆍ국가보훈대상자 및 장애인은 관련 법규에 의거 우대함.




※ 본 채용은 수시진행으로, 우수인력 채용시 마감될 수 있습니다. 


"
